collection_date,site,collection_time,vessel,gear,n_gear,family,species,dev_stage,n,fishId,size,comments,lat,lon,
2014-07-27,C,03:12,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-27,C,05:25,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,leg of 1.5h,,,
2014-07-27,C,21:52,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-27,C,23:10,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_5,10.6,,,,
2014-07-27,C,23:10,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_6,12.6,,,,
2014-07-27,C,23:10,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,dead,,,
2014-07-27,C,23:50,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,dead,,,
2014-07-28,B,01:05,Pelagia,CARE,1,Blenniidae,Parablennius sp1,post-flexion,1,,,D 12/17 A 21,,,
2014-07-28,C,01:13,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_4,10.4,,,,
2014-07-28,C,01:50,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_1,9.8,,,,
2014-07-28,C,01:50,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_2,11.3,,,,
2014-07-28,C,01:50,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,20140728_3,11.7,,,,
2014-07-28,C,02:35,Pelagia,CARE,1,Mullidae,Mullus barbatus,juvenile,1,,,,,,
2014-07-28,A,03:41,Pelagia,CARE,1,Blenniidae,Parablennius sp3,post-flexion,1,,,D 12/15 A 21,,,
2014-07-29,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-29,B,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,2,,,,,,
2014-07-29,B,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,,,,
2014-07-29,B,,Pelagia,CARE,1,Sparidae,Oblada melanura,post-flexion,1,,,,,,
2014-07-29,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,2,,,,,,
2014-07-29,C,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,2,,,,,,
2014-07-29,C,,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-07-30,A,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,2,,,,,,
2014-07-30,B,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,2,,,DXII/17 A22,,,
2014-07-30,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-31,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-31,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-07-31,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,5,,,,,,
2014-08-01,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-01,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-01,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-05,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-05,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-05,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-06,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-06,B,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-08-06,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-07,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-07,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-07,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-08,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-08,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-08,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-12,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-12,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-12,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-13,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-13,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-13,C,,Pelagia,CARE,1,Blenniidae,Parablennius sp2,post-flexion,1,,,DXII/17 A20,,,
2014-08-14,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-14,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-14,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,10,,,1 Trachurus ~30cm in the trap,,,
2014-08-14,C,,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-08-15,A,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,4,,,,,,
2014-08-15,B,,Pelagia,CARE,1,Blenniidae,Parablennius spp,post-flexion,1,,,,,,
2014-08-15,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-19,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,3,,,,,,
2014-08-19,A,,Pelagia,CARE,1,Serranidae,Epinephelus marginatus,post-flexion,1,,,Wouhou a grouper larva :),,,
2014-08-19,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-19,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,3,,,,,,
2014-08-20,A,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-08-20,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-20,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-21,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,,,,
2014-08-21,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-21,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-22,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena scrofa,post-flexion,1,,,,,,
2014-08-22,B,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,4,,,,,,
2014-08-22,B,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140822_1,11.9,,,,
2014-08-22,B,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,4,,,,,,
2014-08-22,B,,Pelagia,CARE,1,Serranidae,Epinephelus marginatus,post-flexion,1,,,,,,
2014-08-22,C,,Pelagia,CARE,1,Pomacentridae,Chromis chromis,post-flexion,1,,,,,,
2014-08-25,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-25,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-25,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-26,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-26,B,,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-08-26,C,,Pelagia,CARE,1,NA,NA,,0,,,Large school of trachurus (~30 inds),,,
2014-08-27,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,1,,,1 Sepiola spp,,,
2014-08-27,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-27,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-28,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena porcus,post-flexion,2,,,,,,
2014-08-28,A,,Pelagia,CARE,1,Sparidae,Pagellus mormyrus,post-flexion,1,,,D 11/12 A 3/10,,,
2014-08-28,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140828_1,10.9,,,,
2014-08-28,B,,Pelagia,CARE,1,Carangidae,Trachurus spp,flexion,1,,,Dev stage to confirm,,,
2014-08-28,C,,Pelagia,CARE,1,NA,NA,,0,,,1 pelagia that ate a juvenile fish and a larva,,,
2014-08-29,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-08-29,B,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140829_1,11.46,,,,
2014-08-29,C,,Pelagia,CARE,1,Blenniidae,Parablennius rouxi,post-flexion,1,,,TO CONFIRM BUT BANDS APPEARED,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_1,12.8,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_2,12.3,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_3,13.2,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_4,11.4,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_5,9.8,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_6,13.3,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_7,12.2,,,,
2014-09-03,A,,Pelagia,CARE,1,Mugilidae,Liza sp1,post-flexion,1,20140903_8,11.9,,,,
2014-09-03,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-03,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-12,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-12,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-12,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-17,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-17,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-17,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-24,A,,Pelagia,CARE,1,Mugilidae,Liza sp3,juvenile,1,,,bigger that other mugil post-larvae that we got,,,
2014-09-24,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-09-24,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-10-02,A,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,4,,,first of the year,,,
2014-10-02,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-10-02,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-10-07,A,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,1,,,,,,
2014-10-07,B,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,1,,,,,,
2014-10-07,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-10-15,A,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,1,,,,,,
2014-10-15,B,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,2,,,,,,
2014-10-15,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-10-23,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena scrofa,post-flexion,1,,,,,,
2014-10-23,B,,Pelagia,CARE,1,Scorpaenidae,Scorpaena scrofa,post-flexion,2,,,,,,
2014-10-23,B,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,2,,,,,,
2014-10-23,B,,Pelagia,CARE,1,Apogonidae,Apogon imberbis,post-flexion,1,,,Dead on 2014-12-05,,,
2014-10-23,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,2,,,Young post-flexions. Not sure,,,
2014-10-23,C,,Pelagia,CARE,1,Scorpaenidae,Scorpaena scrofa,post-flexion,1,,,,,,
2014-10-29,A,,Pelagia,CARE,1,Scorpaenidae,Scorpaena scrofa,post-flexion,1,,,,,,
2014-10-29,A,,Pelagia,CARE,1,Sparidae,Diplodus puntazzo,post-flexion,2,,,,,,
2014-10-29,B,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,1,,,pretty big like the others,,,
2014-10-29,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,2,,,,,,
2014-10-29,B,,Pelagia,CARE,1,Engraulidae,Engraulis encrasicolus,post-flexion,1,,,,,,
2014-10-29,B,,Pelagia,CARE,1,Mugilidae,Liza sp3,juvenile,1,,,,,,
2014-10-29,C,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2014-11-20,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,17,,,,,,
2014-11-20,A,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,juvenile,3,,,,,,
2014-11-20,A,,Pelagia,CARE,1,Mugilidae,Liza sp4,post-flexion,2,,,"very pigmented, totally black (Mugil cephalus?)",,,
2014-11-20,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,3,,,,,,
2014-11-20,B,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,juvenile,1,,,,,,
2014-11-20,C,,Pelagia,CARE,1,Mugilidae,Liza sp4,post-flexion,1,,,"Not as pigmented as the others, but arrived at the same period",,,
2014-11-20,C,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,juvenile,3,,,,,,
2014-11-26,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,13,,,,,,
2014-11-26,B,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,juvenile,2,,,,,,
2014-11-26,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,3,,,,,,
2014-11-26,B,,Pelagia,CARE,1,Syngnathidae,Hippocampus hippocampus,adult,1,,,,,,
2014-12-05,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2014-12-05,B,,Pelagia,CARE,1,Mugilidae,Liza sp4,post-flexion,1,,,,,,
2014-12-05,A*,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-12-11,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-12-11,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2014-12-11,A*,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,3,,,,,,
2014-12-11,A*,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,3,,,TO CONFIRM,,,
2014-12-17,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2014-12-17,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2014-12-17,A*,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-01-07,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2015-01-07,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2015-01-07,A*,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-01-14,A,,Pelagia,CARE,1,NA,NA,,0,,,TO CONFIRM,,,
2015-01-14,B,,Pelagia,CARE,1,NA,NA,,0,,,TO CONFIRM,,,
2015-01-14,A*,,Pelagia,CARE,1,NA,NA,,0,,,TO CONFIRM,,,
2015-01-21,A,,Pelagia,CARE,1,Sparidae,Liza sp4,post-flexion,1,,,quite destroyed,,,
2015-01-21,B,,Pelagia,CARE,1,NA,NA,NA,0,,,,,,
2015-01-21,A*,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,1,,,,,,
2015-01-28,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-01-28,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-01-28,A*,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,1,,,,,,
2015-02-04,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-02-04,B,,Pelagia,CARE,1,Sepiolidae,Sepiola spp,,2,,,,,,
2015-02-04,A*,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,1,,,,,,
2015-02-04,A*,,Pelagia,CARE,1,Triglidae,Chelidonichthys lucerna,post-flexion,1,,,TO CONFIRM,,,
2015-02-11,A,,Pelagia,CARE,1,Octopodidae,NA,,1,,,"Very elongated mantle, but it’s an octopus, not a squid",,,
2015-02-11,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-02-11,A*,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-02-18,A,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,1,,,,,,
2015-02-18,A,,Pelagia,CARE,1,Mugilidae,Liza sp4,post-flexion,1,,,,,,
2015-02-18,B,,Pelagia,CARE,1,Triglidae,Chelidonichthys lucerna,post-flexion,1,,,,,,
2015-02-18,C,,Pelagia,CARE,1,Sparidae,Pagellus bogaraveo,post-flexion,6,,,,,,
2015-02-18,C,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,,,,
2015-02-18,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,20,,,,,,
2015-02-25,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-02-25,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-02-25,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-04,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-04,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-04,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-11,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-11,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-11,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-18,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,3,,,,,,
2015-03-18,B,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,1,,,,,,
2015-03-18,B,,Pelagia,CARE,1,Sparidae,Diplodus sargus,post-flexion,1,,,"VERY DESTROYED. Few chromatophores, thick larvae.",,,
2015-03-18,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,9,,,,,,
2015-03-26,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-03-26,B,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,1,,,,,,
2015-03-26,B,,Pelagia,CARE,1,Congridae,Conger conger,leptocephalus,1,,,LOT OF GELATINOUS THESE WEEKS,,,
2015-03-26,C,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,1,,,,,,
2015-04-01,A,,Pelagia,CARE,1,Sparidae,Sarpa salpa,post-flexion,2,,,,,,
2015-04-01,A,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,10,,,,,,
2015-04-01,B,,Pelagia,CARE,1,Clupeidae,Sardina pilchardus,post-flexion,15,,,,,,
2015-04-08,A,,Pelagia,CARE,1,Congridae,Conger conger,leptocephalus,1,,,,,,
2015-04-08,A,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,Kept in aquarium,,,
2015-04-08,B,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,,,,
2015-04-08,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-14,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-14,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-14,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-15,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-15,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-15,C,,Pelagia,CARE,1,Sparidae,Pagellus acarne,post-flexion,1,20150415_1,,,,,
2015-04-15,C,,Pelagia,CARE,1,Sparidae,Pagellus acarne,post-flexion,1,20150415_2,,,,,
2015-04-16,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-16,C,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-17,A,,Pelagia,CARE,1,Congridae,Conger conger,leptocephalus,1,,,"More doliolids than previously, and less salps. ",,,
2015-04-17,B,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,2,,,released at sea,,,
2015-04-17,B,,Pelagia,CARE,1,Ammodytidae,Gymnammodytes spp,post-flexion,1,,,Kept in aquarium,,,
2015-04-17,C,,Pelagia,CARE,1,Ammodytidae,Gymnammodytes spp,post-flexion,1,,,Kept in aquarium,,,
2015-04-17,C,,Pelagia,CARE,1,Sparidae,Pagellus acarne,post-flexion,2,,,TO CONFIRM. Kept in aquarium,,,
2015-04-22,A,,Pelagia,CARE,1,Congridae,Conger conger,leptocephalus,1,,,Lot of SMALL gelatinous,,,
2015-04-22,A,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,Lot of SMALL gelatinous,,,
2015-04-22,B,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,5,,,And a squid alive,,,
2015-04-22,B,,Pelagia,CARE,1,Congridae,Conger conger,leptocephalus,2,,,,,,
2015-04-22,C,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,1,,,School of anchovies and shrimp larvae,,,
2015-04-29,A,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-29,B,,Pelagia,CARE,1,NA,NA,,0,,,,,,
2015-04-29,C,,Pelagia,CARE,1,Gadidae,Gaidropsarus mediterraneus,post-flexion,3,,,30L of salps,,,
